applicant_id,age,annual_income,credit_score,loan_amount,employment_length_years,existing_debt,number_of_open_accounts,missed_payments_last_12_months,credit_utilization,loan_purpose,home_ownership,debt_to_income_ratio,loan_to_income_ratio,credit_score_band,income_band,default_probability,defaulted,loan_value_at_risk,dti_risk_flag,utilization_risk_flag,missed_payment_risk_flag,low_credit_score_flag,high_loan_to_income_flag,total_risk_flags,risk_band,approval_recommendation
22148,22,74750.64,615,16113.04,30,40577.49,1,1,0.473,Small Business,Mortgage,0.543,0.216,Fair,40K to 75K,0.3500000000000001,0,0,1,0,0,1,0,2,High Risk,High Risk Review
22149,46,116637.81,637,23289.98,1,50554.3,7,1,0.79,Auto,Mortgage,0.433,0.2,Fair,75K to 120K,0.38000000000000006,0,0,0,1,0,1,0,2,High Risk,High Risk Review
22150,72,53054.37,693,30172.7,12,23460.31,4,1,0.22,Debt Consolidation,Own,0.442,0.569,Good,40K to 75K,0.07,0,0,0,0,0,0,1,1,Low Risk,Approve
22151,29,92356.62,565,10127.38,18,14029.98,18,1,0.485,Debt Consolidation,Mortgage,0.152,0.11,Poor,75K to 120K,0.28,0,0,0,0,0,1,0,1,Moderate Risk,Approve with Review
22152,69,79645.6,741,43970.67,9,9525.08,6,1,0.485,Home Improvement,Rent,0.12,0.552,Very Good,75K to 120K,0.11,0,0,0,0,0,0,1,1,Low Risk,Approve
22153,62,85042.22,802,14690.02,20,23494.91,4,2,0.62,Medical,Rent,0.276,0.173,Excellent,75K to 120K,0.12999999999999998,0,0,0,0,1,0,0,1,Low Risk,Approve
22154,61,56203.13,800,23233.21,8,13413.16,6,0,0.198,Small Business,Mortgage,0.239,0.413,Excellent,40K to 75K,0.13,0,0,0,0,0,0,1,1,Low Risk,Approve
22155,34,74050.28,776,12221.26,8,27115.25,5,0,0.514,Medical,Mortgage,0.366,0.165,Very Good,40K to 75K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
22156,28,100446.52,714,33794.32,23,10914.02,5,0,0.497,Home Improvement,Own,0.109,0.336,Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
22157,32,98751.86,687,25285.1,16,36040.92,11,2,0.544,Small Business,Mortgage,0.365,0.256,Good,75K to 120K,0.23,0,0,0,0,1,0,0,1,Moderate Risk,Approve with Review
22158,28,134536,768,60956.81,13,0,11,0,0.609,Auto,Rent,0,0.453,Very Good,120K Plus,0.07,1,60956.81,0,0,0,0,1,1,Low Risk,Approve
22159,32,107088.71,600,30485.17,7,0,7,0,0.237,Small Business,Mortgage,0,0.285,Fair,75K to 120K,0.25,0,0,0,0,0,1,0,1,Moderate Risk,Manual Underwriting Review
22160,44,56042.88,708,31738.02,4,23786.55,14,1,0.553,Debt Consolidation,Rent,0.424,0.566,Good,40K to 75K,0.19,0,0,0,0,0,0,1,1,Moderate Risk,Manual Underwriting Review
22161,61,18000,781,27361.63,7,36580.5,9,0,0.335,Small Business,Rent,2.032,1.52,Very Good,Under 40K,0.32,1,27361.63,1,0,0,0,1,2,High Risk,High Risk Review
22162,27,112710.73,693,5486.11,12,23633.69,16,0,0.31,Medical,Mortgage,0.21,0.049,Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
22163,37,74506.12,762,22580.84,0,30836.45,7,1,0.307,Debt Consolidation,Mortgage,0.414,0.303,Very Good,40K to 75K,0.039999999999999994,0,0,0,0,0,0,0,0,Low Risk,Approve
22164,64,108054.46,850,12593.5,25,6604.32,1,1,0.671,Personal,Rent,0.061,0.117,Excellent,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
22165,30,65730.64,688,3700.04,22,13278.58,2,1,0.46,Personal,Rent,0.202,0.056,Good,40K to 75K,0.049999999999999996,0,0,0,0,0,0,0,0,Low Risk,Approve
22166,60,84781.35,520,18911.31,15,25318.97,12,0,0.196,Small Business,Mortgage,0.299,0.223,Poor,75K to 120K,0.35000000000000003,1,18911.31,0,0,0,1,0,1,High Risk,High Risk Review
22167,35,40154.91,850,1000,3,11007.89,16,4,0.776,Personal,Mortgage,0.274,0.025,Excellent,40K to 75K,0.24,0,0,0,1,1,0,0,2,Moderate Risk,Approve with Review
22168,32,64015.97,696,14917.01,25,10575.92,14,1,0.47,Debt Consolidation,Mortgage,0.165,0.233,Good,40K to 75K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
22169,33,65797.28,778,13536.36,1,31858.26,7,1,0.627,Debt Consolidation,Mortgage,0.484,0.206,Very Good,40K to 75K,0.18,1,13536.36,1,0,0,0,0,1,Moderate Risk,Approve with Review
22170,52,51728.46,648,8261.98,29,26414.18,9,0,0.363,Auto,Mortgage,0.511,0.16,Fair,40K to 75K,0.2800000000000001,0,0,1,0,0,1,0,2,Moderate Risk,Approve with Review
22171,64,97720.83,678,13554.3,19,1527.51,17,0,0.514,Small Business,Own,0.016,0.139,Good,75K to 120K,0.04000000000000001,0,0,0,0,0,0,0,0,Low Risk,Approve
22172,23,121378.04,667,9830.36,0,20042.98,2,0,0.391,Auto,Own,0.165,0.081,Fair,120K Plus,0.23,0,0,0,0,0,1,0,1,Moderate Risk,Approve with Review
22173,56,37957.82,600,31731.64,28,15530.98,11,3,0.395,Small Business,Rent,0.409,0.836,Fair,Under 40K,0.52,1,31731.64,0,0,1,1,1,3,Critical Risk,Decline or Require Strong Mitigation
22174,53,45067.24,685,40583.66,13,32336.8,9,3,0,Auto,Mortgage,0.718,0.901,Good,40K to 75K,0.4000000000000001,0,0,1,0,1,0,1,3,High Risk,High Risk Review
22175,65,41465.23,690,25745.33,6,33131.25,4,1,0,Debt Consolidation,Mortgage,0.799,0.621,Good,40K to 75K,0.28,1,25745.33,1,0,0,0,1,2,Moderate Risk,Approve with Review
22176,64,64034.2,687,31850.72,16,6313.98,16,0,0,Small Business,Rent,0.099,0.497,Good,40K to 75K,0.22,1,31850.72,0,0,0,0,1,1,Moderate Risk,Manual Underwriting Review
22177,36,18000,693,25434.35,3,10040.91,9,0,0.614,Home Improvement,Rent,0.558,1.413,Good,Under 40K,0.33,0,0,1,0,0,0,1,2,High Risk,High Risk Review
22178,24,113929.9,730,21108.14,21,5107.92,6,0,0.304,Debt Consolidation,Mortgage,0.045,0.185,Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
22179,59,37890.64,626,1000,21,4649.71,15,0,0.209,Auto,Own,0.123,0.026,Fair,Under 40K,0.11000000000000001,0,0,0,0,0,1,0,1,Low Risk,Approve
22180,32,52867.88,587,40554.76,7,15766.95,18,1,0.272,Debt Consolidation,Mortgage,0.298,0.767,Fair,40K to 75K,0.28,0,0,0,0,0,1,1,2,Moderate Risk,Manual Underwriting Review
22181,47,169959.98,647,28019.27,13,8382.82,11,2,0.286,Home Improvement,Mortgage,0.049,0.165,Fair,120K Plus,0.30000000000000004,1,28019.27,0,0,1,1,0,2,High Risk,High Risk Review
22182,63,23082.48,590,31978.01,28,25052.02,17,0,0.382,Home Improvement,Mortgage,1.085,1.385,Fair,Under 40K,0.38000000000000006,0,0,1,0,0,1,1,3,High Risk,High Risk Review
22183,28,87958.27,610,1000,6,29027.45,11,0,0.143,Home Improvement,Own,0.33,0.011,Fair,75K to 120K,0.15000000000000002,0,0,0,0,0,1,0,1,Moderate Risk,Approve with Review
22184,68,73488.48,774,29054.39,18,24847.59,12,2,0.679,Medical,Mortgage,0.338,0.395,Very Good,40K to 75K,0.08000000000000002,0,0,0,0,1,0,0,1,Low Risk,Approve
22185,66,80121.3,609,34900.14,21,25077.48,3,2,0.876,Debt Consolidation,Rent,0.313,0.436,Fair,75K to 120K,0.5700000000000001,1,34900.14,0,1,1,1,1,4,Critical Risk,Decline or Require Strong Mitigation
22186,26,18000,536,35784.69,5,31048.27,10,2,0.461,Auto,Own,1.725,1.988,Poor,Under 40K,0.6900000000000001,0,0,1,0,1,1,1,4,Critical Risk,Decline or Require Strong Mitigation
22187,35,75567.33,681,26703.27,21,19191.57,11,0,0.438,Debt Consolidation,Mortgage,0.254,0.353,Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
22188,58,102601,727,33680.9,23,26452.26,8,1,0.319,Personal,Mortgage,0.258,0.328,Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
22189,39,73969.23,745,17816.48,9,29050.18,12,0,0.584,Personal,Mortgage,0.393,0.241,Very Good,40K to 75K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
22190,47,18000,737,15077.36,1,13419.3,3,1,0.071,Debt Consolidation,Rent,0.746,0.838,Good,Under 40K,0.41000000000000003,1,15077.36,1,0,0,0,1,2,High Risk,High Risk Review
22191,58,73998.53,670,26924.8,14,17945.21,14,0,0.229,Small Business,Mortgage,0.243,0.364,Good,40K to 75K,0.07,0,0,0,0,0,0,0,0,Low Risk,Approve
22192,52,42543.53,654,23398.05,5,7348.65,11,1,0.675,Small Business,Rent,0.173,0.55,Fair,40K to 75K,0.4,0,0,0,0,0,1,1,2,High Risk,High Risk Review
22193,21,85570.65,637,28387.88,19,0,5,1,0.265,Small Business,Rent,0,0.332,Fair,75K to 120K,0.26,1,28387.88,0,0,0,1,0,1,Moderate Risk,Approve with Review
22194,34,18000,673,31603.37,27,18944.66,11,0,0.521,Debt Consolidation,Rent,1.052,1.756,Good,Under 40K,0.29000000000000004,0,0,1,0,0,0,1,2,Moderate Risk,Manual Underwriting Review
22195,32,54594.35,598,20495.13,8,13970.09,8,1,0.175,Small Business,Own,0.256,0.375,Fair,40K to 75K,0.22,0,0,0,0,0,1,0,1,Moderate Risk,Approve with Review
22196,31,145190.01,678,42327.29,16,18159.65,12,0,0.518,Small Business,Mortgage,0.125,0.292,Good,120K Plus,0.07,0,0,0,0,0,0,0,0,Low Risk,Approve
22197,27,52369.58,617,1000,2,8887.8,14,0,0.233,Small Business,Rent,0.17,0.019,Fair,40K to 75K,0.3,1,1000,0,0,0,1,0,1,High Risk,High Risk Review
22198,43,33097.72,545,9079.77,25,0,12,0,0.427,Debt Consolidation,Mortgage,0,0.274,Poor,Under 40K,0.28,1,9079.77,0,0,0,1,0,1,Moderate Risk,Approve with Review
22199,44,54871.74,677,24668.15,1,10227.86,15,2,0.117,Debt Consolidation,Rent,0.186,0.45,Good,40K to 75K,0.43000000000000005,0,0,0,0,1,0,1,2,High Risk,High Risk Review
22200,28,52290.95,550,34290.24,18,13160.1,10,0,0.615,Home Improvement,Rent,0.252,0.656,Poor,40K to 75K,0.43000000000000005,1,34290.24,0,0,0,1,1,2,High Risk,High Risk Review
22201,49,74037.56,695,34185.08,27,11444.85,9,2,0.392,Medical,Own,0.155,0.462,Good,40K to 75K,0.23000000000000007,1,34185.08,0,0,1,0,1,2,Moderate Risk,Manual Underwriting Review
22202,66,113932.7,570,26106.36,0,9852.88,16,2,0.778,Auto,Own,0.086,0.229,Poor,75K to 120K,0.6499999999999999,1,26106.36,0,1,1,1,0,3,Critical Risk,Decline or Require Strong Mitigation
22203,31,18000,800,17446.41,17,24266.81,9,0,0.703,Debt Consolidation,Mortgage,1.348,0.969,Excellent,Under 40K,0.28,1,17446.41,1,1,0,0,1,3,Moderate Risk,Approve with Review
22204,64,154462.14,765,19485.56,1,30228.99,10,0,0.334,Small Business,Mortgage,0.196,0.126,Very Good,120K Plus,0.11,0,0,0,0,0,0,0,0,Low Risk,Approve
22205,43,50279.46,739,30323,6,16384.14,12,0,0.393,Home Improvement,Rent,0.326,0.603,Good,40K to 75K,0.19,0,0,0,0,0,0,1,1,Moderate Risk,Manual Underwriting Review
22206,21,42002.98,633,11983.46,20,35922.54,17,2,0.523,Small Business,Mortgage,0.855,0.285,Fair,40K to 75K,0.51,0,0,1,0,1,1,0,3,Critical Risk,Decline or Require Strong Mitigation
22207,58,75710.49,589,4751.38,14,15177.39,2,0,0.421,Small Business,Mortgage,0.2,0.063,Fair,75K to 120K,0.21,0,0,0,0,0,1,0,1,Moderate Risk,Approve with Review
22208,36,132180.72,690,27717.6,25,17667.03,7,1,0.158,Debt Consolidation,Rent,0.134,0.21,Good,120K Plus,0.049999999999999996,0,0,0,0,0,0,0,0,Low Risk,Approve
22209,41,96694.81,580,7479.59,13,38951.07,4,2,0.343,Debt Consolidation,Mortgage,0.403,0.077,Fair,75K to 120K,0.30000000000000004,0,0,0,0,1,1,0,2,High Risk,High Risk Review
22210,47,42950.66,790,12681.19,29,22512.39,17,3,0.277,Auto,Mortgage,0.524,0.295,Very Good,40K to 75K,0.22,0,0,1,0,1,0,0,2,Moderate Risk,Approve with Review
22211,72,94369.49,609,34665.98,17,22255.72,15,1,0.403,Debt Consolidation,Mortgage,0.236,0.367,Fair,75K to 120K,0.14,0,0,0,0,0,1,0,1,Low Risk,Approve
22212,71,56404.41,850,26255.82,28,29683.58,1,0,0.676,Debt Consolidation,Mortgage,0.526,0.465,Excellent,40K to 75K,0.16,0,0,1,0,0,0,1,2,Moderate Risk,Approve with Review
22213,29,72058.65,677,17137.07,1,34903.42,1,0,0.123,Debt Consolidation,Rent,0.484,0.238,Good,40K to 75K,0.31,0,0,1,0,0,0,0,1,High Risk,High Risk Review
22214,30,51520.34,680,22885.68,11,0,1,0,0.448,Small Business,Rent,0,0.444,Good,40K to 75K,0.22,0,0,0,0,0,0,1,1,Moderate Risk,Approve with Review
22215,46,26045.84,656,3098.37,2,20025.98,8,3,0.219,Personal,Rent,0.769,0.119,Fair,Under 40K,0.5300000000000001,0,0,1,0,1,1,0,3,Critical Risk,Decline or Require Strong Mitigation
22216,27,78584.52,704,6375.22,3,15505.23,5,1,0.779,Home Improvement,Rent,0.197,0.081,Good,75K to 120K,0.21000000000000002,0,0,0,1,0,0,0,1,Moderate Risk,Approve with Review
22217,58,104523.66,651,30165.56,2,17769.67,14,0,0.324,Medical,Mortgage,0.17,0.289,Fair,75K to 120K,0.18000000000000002,0,0,0,0,0,1,0,1,Moderate Risk,Manual Underwriting Review
22218,45,69744.32,644,43649.8,22,299.31,18,0,0.388,Debt Consolidation,Rent,0.004,0.626,Fair,40K to 75K,0.29000000000000004,0,0,0,0,0,1,1,2,Moderate Risk,Manual Underwriting Review
22219,58,104395.77,828,22279.3,30,10494.62,3,1,0.532,Auto,Mortgage,0.101,0.213,Excellent,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
22220,35,105315.06,648,20634.36,21,3000.3,10,1,0.647,Debt Consolidation,Mortgage,0.028,0.196,Fair,75K to 120K,0.14,0,0,0,0,0,1,0,1,Low Risk,Approve
22221,31,50072.58,768,10382.54,23,11475.55,9,1,0.325,Auto,Own,0.229,0.207,Very Good,40K to 75K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
22222,37,66356.93,676,30532.67,14,4560.73,5,2,0.593,Personal,Own,0.069,0.46,Good,40K to 75K,0.23000000000000007,1,30532.67,0,0,1,0,1,2,Moderate Risk,Manual Underwriting Review
22223,42,49244.03,702,40620.95,5,15805.68,10,1,0.282,Home Improvement,Rent,0.321,0.825,Good,40K to 75K,0.19,0,0,0,0,0,0,1,1,Moderate Risk,Manual Underwriting Review
22224,58,68178.52,699,20406.68,3,33004.02,10,0,0.408,Debt Consolidation,Mortgage,0.484,0.299,Good,40K to 75K,0.18000000000000002,0,0,1,0,0,0,0,1,Moderate Risk,Approve with Review
22225,36,97031.34,680,24119.8,18,0,12,1,0.524,Small Business,Mortgage,0,0.249,Good,75K to 120K,0.07,0,0,0,0,0,0,0,0,Low Risk,Approve
22226,68,76438.24,686,48461.95,12,0,14,1,0.3,Personal,Mortgage,0,0.634,Good,75K to 120K,0.1,0,0,0,0,0,0,1,1,Low Risk,Approve
22227,34,80430.37,696,9233.55,1,0,16,1,0.329,Auto,Mortgage,0,0.115,Good,75K to 120K,0.12,1,9233.55,0,0,0,0,0,0,Low Risk,Approve
22228,50,111670.39,679,19096.26,14,23063.16,12,1,0.683,Debt Consolidation,Mortgage,0.207,0.171,Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
22229,71,125684.25,698,6525.53,11,12120.78,15,0,0.257,Medical,Rent,0.096,0.052,Good,120K Plus,0.049999999999999996,0,0,0,0,0,0,0,0,Low Risk,Approve
22230,50,70233.45,772,18922.41,19,0,18,2,0.165,Debt Consolidation,Rent,0,0.269,Very Good,40K to 75K,0.12999999999999998,0,0,0,0,1,0,0,1,Low Risk,Approve
22231,41,43655.52,733,37066.06,4,0,18,3,0.208,Debt Consolidation,Mortgage,0,0.849,Good,40K to 75K,0.30000000000000004,0,0,0,0,1,0,1,2,High Risk,High Risk Review
22232,47,44181.41,698,38198.68,7,28286.45,5,0,0.2,Auto,Rent,0.64,0.865,Good,40K to 75K,0.33,0,0,1,0,0,0,1,2,High Risk,High Risk Review
22233,32,103686.13,667,15445.17,23,4449.08,9,1,0.491,Debt Consolidation,Mortgage,0.043,0.149,Fair,75K to 120K,0.14,0,0,0,0,0,1,0,1,Low Risk,Approve
22234,49,25739.19,836,43201.47,0,27898.82,9,0,0.574,Home Improvement,Own,1.084,1.678,Excellent,Under 40K,0.25,0,0,1,0,0,0,1,2,Moderate Risk,Manual Underwriting Review
22235,25,61661.66,751,33427.63,13,26251.27,18,0,0.836,Debt Consolidation,Rent,0.426,0.542,Very Good,40K to 75K,0.18999999999999997,0,0,0,1,0,0,1,2,Moderate Risk,Manual Underwriting Review
22236,32,97804,850,8854.81,10,15335.57,8,2,0.164,Debt Consolidation,Mortgage,0.157,0.091,Excellent,75K to 120K,0.08000000000000002,0,0,0,0,1,0,0,1,Low Risk,Approve
22237,41,28757.73,718,49385.39,22,10240.85,1,1,0.664,Medical,Rent,0.356,1.717,Good,Under 40K,0.15,0,0,0,0,0,0,1,1,Moderate Risk,Manual Underwriting Review
22238,71,63942.44,754,18453.56,25,30265.97,17,0,0,Personal,Mortgage,0.473,0.289,Very Good,40K to 75K,0.06000000000000002,0,0,1,0,0,0,0,1,Low Risk,Approve
22239,38,81666.52,850,28598.83,3,0,3,1,0.706,Debt Consolidation,Rent,0,0.35,Excellent,75K to 120K,0.13,0,0,0,1,0,0,0,1,Low Risk,Approve
22240,48,79404.01,669,21304.49,17,2558.5,13,2,0.241,Auto,Rent,0.032,0.268,Fair,75K to 120K,0.35000000000000003,0,0,0,0,1,1,0,2,High Risk,High Risk Review
22241,40,113166.8,538,46608.96,1,22058.4,4,2,0.315,Debt Consolidation,Own,0.195,0.412,Poor,75K to 120K,0.63,1,46608.96,0,0,1,1,1,3,Critical Risk,Decline or Require Strong Mitigation
22242,33,88308.28,573,36843.75,9,1065.1,14,2,0.578,Home Improvement,Rent,0.012,0.417,Poor,75K to 120K,0.6300000000000001,0,0,0,0,1,1,1,3,Critical Risk,Decline or Require Strong Mitigation
22243,25,47057.9,574,11686.63,7,21515.57,1,0,0.428,Debt Consolidation,Rent,0.457,0.248,Poor,40K to 75K,0.51,0,0,1,0,0,1,0,2,Critical Risk,Decline or Require Strong Mitigation
22244,30,88193.57,654,12684.36,4,39038.02,18,2,0.31,Debt Consolidation,Mortgage,0.443,0.144,Fair,75K to 120K,0.34,0,0,0,0,1,1,0,2,High Risk,High Risk Review
22245,21,69443.54,718,14019.57,14,24358.62,12,1,0.547,Medical,Mortgage,0.351,0.202,Good,40K to 75K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
22246,53,59808.26,671,13125.74,5,26476.46,10,1,0.233,Personal,Mortgage,0.443,0.219,Good,40K to 75K,0.04,0,0,0,0,0,0,0,0,Low Risk,Approve
22247,63,76950.69,671,38246.76,6,28581.66,17,2,0.521,Debt Consolidation,Mortgage,0.371,0.497,Good,75K to 120K,0.30000000000000004,0,0,0,0,1,0,1,2,High Risk,High Risk Review
22248,37,112451.08,733,55615.59,12,22074.81,16,2,0.616,Personal,Rent,0.196,0.495,Good,75K to 120K,0.31000000000000005,0,0,0,0,1,0,1,2,High Risk,High Risk Review
22249,30,84452.37,610,16575.62,23,13824.72,17,0,0.437,Auto,Mortgage,0.164,0.196,Fair,75K to 120K,0.14,0,0,0,0,0,1,0,1,Low Risk,Approve
22250,39,95229.67,756,29300.97,9,25112.75,11,1,0.106,Debt Consolidation,Mortgage,0.264,0.308,Very Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
22251,30,66130.05,765,18927.83,27,22095.32,2,2,0.192,Debt Consolidation,Rent,0.334,0.286,Very Good,40K to 75K,0.12999999999999998,0,0,0,0,1,0,0,1,Low Risk,Approve
22252,40,117527.22,695,14448.45,25,0,17,1,0.292,Home Improvement,Rent,0,0.123,Good,75K to 120K,0.049999999999999996,0,0,0,0,0,0,0,0,Low Risk,Approve
22253,48,110667.5,772,21431.94,16,33570.67,3,2,0.15,Medical,Mortgage,0.303,0.194,Very Good,75K to 120K,0.08000000000000002,0,0,0,0,1,0,0,1,Low Risk,Approve
22254,65,100580.26,743,21983.42,2,7124.88,12,0,0.541,Small Business,Rent,0.071,0.219,Very Good,75K to 120K,0.08000000000000003,0,0,0,0,0,0,0,0,Low Risk,Approve
22255,67,96494.49,632,25821.66,2,19355.38,7,1,0.582,Debt Consolidation,Own,0.201,0.268,Fair,75K to 120K,0.15000000000000002,0,0,0,0,0,1,0,1,Moderate Risk,Approve with Review
22256,57,33361.85,695,15419.16,9,11036.57,2,3,0.951,Debt Consolidation,Rent,0.331,0.462,Good,Under 40K,0.47000000000000003,1,15419.16,0,1,1,0,1,3,High Risk,High Risk Review
22257,72,34110.96,675,26113.56,10,4510.31,11,0,0.102,Debt Consolidation,Rent,0.132,0.766,Good,Under 40K,0.15,0,0,0,0,0,0,1,1,Moderate Risk,Approve with Review
22258,24,54421.06,812,27698.84,10,15550.21,7,2,0.343,Debt Consolidation,Mortgage,0.286,0.509,Excellent,40K to 75K,0.18000000000000002,0,0,0,0,1,0,1,2,Moderate Risk,Approve with Review
22259,27,89473.86,720,40197.16,28,3972.2,14,1,0.317,Auto,Rent,0.044,0.449,Good,75K to 120K,0.15,0,0,0,0,0,0,1,1,Moderate Risk,Manual Underwriting Review
22260,66,18000,685,31028.02,17,17765.56,1,1,0.524,Home Improvement,Mortgage,0.987,1.724,Good,Under 40K,0.24000000000000002,0,0,1,0,0,0,1,2,Moderate Risk,Manual Underwriting Review
22261,33,49380.84,614,44192.66,23,27249.64,3,1,0.144,Medical,Mortgage,0.552,0.895,Fair,40K to 75K,0.38000000000000006,1,44192.66,1,0,0,1,1,3,High Risk,High Risk Review
22262,48,120893.33,675,25778.07,20,3534.07,12,1,0.468,Personal,Mortgage,0.029,0.213,Good,120K Plus,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
22263,35,110077.35,672,15413,10,0,1,2,0.694,Home Improvement,Mortgage,0,0.14,Good,75K to 120K,0.16,0,0,0,0,1,0,0,1,Moderate Risk,Approve with Review
22264,54,27882.72,781,8824.12,27,0,4,0,0.447,Home Improvement,Rent,0,0.316,Very Good,Under 40K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
22265,68,95687,664,36140.49,22,27278.31,12,1,0.597,Medical,Rent,0.285,0.378,Fair,75K to 120K,0.19000000000000003,1,36140.49,0,0,0,1,0,1,Moderate Risk,Manual Underwriting Review
22266,67,93786.92,503,18465.34,18,0,9,1,0.331,Small Business,Mortgage,0,0.197,Poor,75K to 120K,0.35000000000000003,1,18465.34,0,0,0,1,0,1,High Risk,High Risk Review
22267,27,64042.04,630,1000,9,29933.6,3,0,0.039,Debt Consolidation,Rent,0.467,0.016,Fair,40K to 75K,0.37000000000000005,1,1000,1,0,0,1,0,2,High Risk,High Risk Review
22268,59,78321.72,762,15842.87,27,11912.46,6,0,0.743,Auto,Mortgage,0.152,0.202,Very Good,75K to 120K,0.04,0,0,0,1,0,0,0,1,Low Risk,Approve
22269,63,32888.15,777,18207.52,25,43895.54,14,0,0.432,Debt Consolidation,Rent,1.335,0.554,Very Good,Under 40K,0.21,0,0,1,0,0,0,1,2,Moderate Risk,Approve with Review
22270,59,54708.61,751,1180.22,20,24784.13,5,1,0.662,Debt Consolidation,Rent,0.453,0.022,Very Good,40K to 75K,0.11000000000000001,0,0,1,0,0,0,0,1,Low Risk,Approve
22271,23,90498.35,845,8329.47,26,13850.47,16,0,0.782,Personal,Rent,0.153,0.092,Excellent,75K to 120K,0.09,1,8329.47,0,1,0,0,0,1,Low Risk,Approve
22272,53,99110.6,622,33627.9,20,41686.51,10,0,0.223,Auto,Rent,0.421,0.339,Fair,75K to 120K,0.19000000000000003,1,33627.9,0,0,0,1,0,1,Moderate Risk,Manual Underwriting Review
22273,44,32401.26,602,1445.95,2,18931.65,4,1,0.784,Auto,Rent,0.584,0.045,Fair,Under 40K,0.49000000000000005,0,0,1,1,0,1,0,3,High Risk,High Risk Review
22274,33,132337.11,766,20915.96,16,30483.99,14,1,0.223,Home Improvement,Rent,0.23,0.158,Very Good,120K Plus,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
22275,41,103207.56,784,22682.53,29,26334.21,8,1,0.357,Personal,Rent,0.255,0.22,Very Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
22276,58,102750.54,757,25141.15,10,19343.97,4,0,0.163,Debt Consolidation,Mortgage,0.188,0.245,Very Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
22277,59,64375.57,606,22077.8,6,23830.56,7,1,0.511,Home Improvement,Mortgage,0.37,0.343,Fair,40K to 75K,0.18000000000000002,0,0,0,0,0,1,0,1,Moderate Risk,Approve with Review
22278,43,32050.96,743,20934.4,7,36130.64,18,0,0.255,Debt Consolidation,Own,1.127,0.653,Very Good,Under 40K,0.17,0,0,1,0,0,0,1,2,Moderate Risk,Approve with Review
22279,61,119208.28,633,41471.59,2,5310.1,1,2,0.382,Personal,Mortgage,0.045,0.348,Fair,75K to 120K,0.34,1,41471.59,0,0,1,1,0,2,High Risk,High Risk Review
22280,40,131367.67,663,44698.6,10,32910.56,7,3,0.581,Personal,Rent,0.251,0.34,Fair,120K Plus,0.35000000000000003,0,0,0,0,1,1,0,2,High Risk,High Risk Review
22281,42,68364.46,677,15133.28,16,43788.41,12,2,0.271,Medical,Rent,0.641,0.221,Good,40K to 75K,0.35000000000000003,1,15133.28,1,0,1,0,0,2,High Risk,High Risk Review
22282,60,64381.39,586,21604.59,16,24839.19,13,0,0.836,Personal,Own,0.386,0.336,Fair,40K to 75K,0.23000000000000007,1,21604.59,0,1,0,1,0,2,Moderate Risk,Approve with Review
22283,25,97983.78,602,26741.37,26,34756.05,9,0,0.21,Home Improvement,Mortgage,0.355,0.273,Fair,75K to 120K,0.14,0,0,0,0,0,1,0,1,Low Risk,Approve
22284,67,52315.42,643,1000,14,12989.09,16,1,0.697,Personal,Mortgage,0.248,0.019,Fair,40K to 75K,0.14,0,0,0,0,0,1,0,1,Low Risk,Approve
22285,66,124835.52,739,25191.21,13,33205.65,4,1,0.521,Debt Consolidation,Mortgage,0.266,0.202,Good,120K Plus,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
22286,35,51248.03,788,23713.58,15,28536.05,18,0,0.526,Small Business,Mortgage,0.557,0.463,Very Good,40K to 75K,0.23,0,0,1,0,0,0,1,2,Moderate Risk,Approve with Review
22287,66,68756.78,645,31151.32,17,11523.76,18,0,0.125,Debt Consolidation,Rent,0.168,0.453,Fair,40K to 75K,0.29000000000000004,0,0,0,0,0,1,1,2,Moderate Risk,Manual Underwriting Review
22288,41,38858.07,720,26641.77,27,18128.65,6,3,0.537,Debt Consolidation,Rent,0.467,0.686,Good,Under 40K,0.45000000000000007,0,0,1,0,1,0,1,3,High Risk,High Risk Review
22289,68,110158.9,675,35070.06,18,11427,16,0,0.236,Home Improvement,Mortgage,0.104,0.318,Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
